ID,Company,TypeName,Inches,Ram,Weight,Price_euros,Screen,Touchscreen,CPU_freq,PrimaryStorage,PrimaryStorageType
992,Lenovo,Notebook,15.6,4,1.9,270.62,Standard,No,1.1,128,SSD
993,Lenovo,Notebook,15.6,8,2.3,1349,Full HD,No,2.3,256,SSD
994,Dell,2 in 1 Convertible,13.3,8,1.68,889,Full HD,Yes,2.5,256,SSD
995,Asus,Notebook,13.3,8,1.4,1150,Quad HD+,No,2.5,256,SSD
996,HP,Ultrabook,13.3,8,1.11,1349,Full HD,Yes,2.7,256,SSD
997,Acer,Notebook,15.6,4,2.4,380,Standard,No,1.1,500,HDD
998,Asus,Gaming,15.6,16,2.5,1799,Full HD,No,2.8,256,SSD
999,HP,Ultrabook,14,8,1.48,2089,Full HD,No,2.7,512,SSD
1000,Acer,Gaming,15.6,8,2.7,1260,Full HD,No,2.8,128,SSD
1001,HP,Notebook,13.3,8,1.34,1189,Full HD,No,2.5,256,SSD
1002,Dell,Notebook,15.6,4,2.18,547,Standard,No,2.4,128,SSD
1003,HP,Notebook,14,4,1.64,779,Standard,No,2.5,500,HDD
1004,Toshiba,Notebook,13.3,4,1.2,1195,Full HD,No,2.3,128,SSD
1005,HP,Notebook,14,4,1.48,1099.99,Standard,No,2.4,256,SSD
1006,HP,Notebook,14,4,1.95,1205,Full HD,No,2.5,256,SSD
1007,HP,Ultrabook,14,8,1.43,1449,Full HD,No,2.6,256,SSD
1008,HP,Notebook,14,8,1.64,1049.26,Full HD,No,2.5,256,SSD
1009,HP,Notebook,14,4,1.64,684,Standard,No,2.4,500,HDD
1010,Dell,Gaming,15.6,8,2.65,949,Full HD,No,2.5,1024,Hybrid
1011,HP,Ultrabook,12.5,4,1.26,1539,Full HD,No,2.5,500,HDD
1012,HP,Notebook,14,4,1.48,1590,Full HD,No,2.5,256,SSD
1013,HP,Ultrabook,14,8,1.54,1887.21,Full HD,No,2.5,256,SSD
1014,HP,Notebook,13.3,4,1.49,800,Standard,No,2.4,500,HDD
1015,Toshiba,Notebook,13.3,8,1.5,1210,Standard,No,2.3,256,SSD
1016,HP,Notebook,15.6,4,2.04,769.99,Standard,No,2.4,256,SSD
1017,Lenovo,Notebook,17.3,16,2.4,2968,4K Ultra HD,No,2.7,512,SSD
1018,Toshiba,Notebook,14,8,1.47,1490,Full HD,No,2.3,256,SSD
1019,HP,Notebook,14,8,1.43,2229,Full HD,No,2.5,256,SSD
1020,Dell,2 in 1 Convertible,15.6,4,2.08,795.99,Full HD,Yes,2.3,1024,HDD
1021,Toshiba,Ultrabook,13.3,8,1.2,1590,Full HD,No,2.3,256,SSD
1022,HP,Notebook,13.3,8,1.11,1149,Full HD,No,2.5,256,SSD
1023,HP,Notebook,14,8,1.64,1185.43,Full HD,No,2.7,256,SSD
1024,Dell,Notebook,15.6,8,2.09,1046.44,Full HD,No,2.4,500,HDD
1025,HP,Ultrabook,12.5,4,1.26,1559,Standard,No,2.5,256,SSD
1026,HP,Notebook,14,4,2.31,1189,Standard,No,2.5,500,HDD
1027,HP,Notebook,14,4,1.95,1060,Standard,No,2.5,500,HDD
1028,Dell,Ultrabook,13.3,8,1.29,1624,Quad HD+,Yes,2.5,256,SSD
1029,HP,Notebook,17.3,8,2.63,1080,Full HD,No,2.5,256,SSD
1030,HP,Notebook,14,4,1.64,973,Standard,No,2.5,256,SSD
1031,Acer,Notebook,15.6,6,2.1,409,Standard,No,3,1024,HDD
1032,MSI,Gaming,17.3,8,2.7,1191.8,Full HD,No,2.8,128,SSD
1033,HP,Notebook,14,8,1.95,1195,Full HD,No,2.3,256,SSD
1034,HP,Notebook,15.6,8,1.84,1228.99,Full HD,No,2.5,256,SSD
1035,HP,Ultrabook,12.5,8,1.26,1349,Full HD,No,2.5,256,SSD
1036,HP,Notebook,15.6,4,2.04,742,Standard,No,2.5,500,HDD
1037,Toshiba,Ultrabook,14,8,1.47,1725,Full HD,No,2.6,256,SSD
1038,Dell,Notebook,15.6,8,2.09,1062.95,Full HD,No,2.4,256,SSD
1039,HP,Notebook,14,8,1.64,1010.51,Full HD,No,2.5,256,SSD
1040,Lenovo,2 in 1 Convertible,15.6,4,1.8,847,Full HD,Yes,2.5,256,SSD
1041,Vero,Notebook,14,2,1.45,210.8,Standard,No,1.44,32,Flash Storage
1042,Toshiba,Notebook,15.6,16,2.4,1425,Full HD,No,2.5,256,SSD
1043,Lenovo,Notebook,15.6,8,2.3,1049.6,Full HD,No,2.3,256,SSD
1044,HP,Notebook,14,4,1.54,1000,Full HD,No,2.3,500,HDD
1045,HP,Notebook,15.6,8,1.84,2103.34,Full HD,No,2.4,256,SSD
1046,HP,Notebook,14,8,1.43,1469,Full HD,No,2.3,256,SSD
1047,MSI,Gaming,17.3,16,3.78,1545.64,Full HD,No,2.7,256,SSD
1048,Lenovo,Gaming,17.3,16,4.6,2289.99,Full HD,No,2.6,128,SSD
1049,Asus,Netbook,11.6,4,1.2,287.9,Standard,No,1.6,16,Flash Storage
1050,Lenovo,Notebook,14,16,1.1,2620,Standard,No,2.6,256,SSD
1051,HP,Notebook,15.6,8,1.91,979,Full HD,No,2.7,1024,HDD
1052,Dell,2 in 1 Convertible,15.6,8,2.3,1094,Full HD,Yes,2.7,256,SSD
1053,HP,Notebook,15.6,4,2.04,979,Standard,No,2.5,256,SSD
1054,Dell,Ultrabook,13.3,16,1.2,2254,Quad HD+,Yes,2.7,1024,SSD
1055,HP,Notebook,15.6,4,2.31,705.15,Standard,No,2.3,500,HDD
1056,HP,Notebook,15.6,4,1.96,499,Standard,No,2.5,500,HDD
1057,Acer,Notebook,15.6,8,2.4,449,Standard,No,2.2,1024,HDD
1058,Dell,2 in 1 Convertible,13.3,12,1.6,1299,Full HD,Yes,2.7,256,SSD
1059,MSI,Gaming,15.6,16,2.94,1819,Full HD,No,2.6,256,SSD
1060,HP,Notebook,15.6,8,2.04,1070,Full HD,No,2.7,256,SSD
1061,Asus,Gaming,17.3,16,4,998,Full HD,No,2.6,1024,HDD
1062,Dell,Notebook,15.6,4,2.25,559,Full HD,No,2.5,1024,HDD
1063,Dell,Notebook,15.6,16,2.32,989.99,Full HD,No,2.7,2048,HDD
1064,MSI,Gaming,15.6,16,1.8,1929,Full HD,No,2.6,256,SSD
1065,Dell,Ultrabook,13.3,8,1.29,1458,Full HD,No,2.7,256,SSD
1066,Asus,Gaming,17.3,64,3.58,3975,Full HD,No,2.7,1024,SSD
1067,Dell,2 in 1 Convertible,13.3,8,1.62,798.01,Full HD,Yes,2.5,256,SSD
1068,Dell,Gaming,15.6,16,3.21,1329,4K Ultra HD,No,2.6,256,SSD
1069,Apple,Ultrabook,12,8,0.92,1300,Standard,No,1.1,256,Flash Storage
1070,Dell,Notebook,15.6,4,2.06,481.98,Standard,No,2.3,500,HDD
1071,HP,Notebook,15.6,4,2.31,1199,Standard,No,2.3,500,HDD
1072,HP,Ultrabook,12.5,8,1.26,1199,Full HD,No,2.3,256,SSD
1073,HP,Notebook,13.3,8,1.49,1090,Full HD,No,2.7,256,SSD
1074,Lenovo,Ultrabook,12.5,8,1.3,1713.49,Full HD,Yes,2.5,256,SSD
1075,Lenovo,Notebook,17.3,8,3,659,Standard,No,2.3,1024,HDD
1076,Lenovo,Notebook,15.6,4,2.3,977,Full HD,No,2.3,1024,HDD
1077,MSI,Gaming,17.3,16,3.78,2499,Full HD,No,2.8,256,SSD
1078,Lenovo,Notebook,15.6,4,2.1,540,Standard,No,2.3,500,HDD
1079,HP,Notebook,15.6,4,2.31,940,Full HD,No,2.3,500,HDD
1080,Lenovo,Ultrabook,12.5,8,0.99,1399,Standard,Yes,1.2,512,SSD
1081,Lenovo,Gaming,17.3,32,4.6,3240,Full HD,No,2.7,512,SSD
1082,Lenovo,2 in 1 Convertible,10.1,4,0.69,646.27,Standard,Yes,1.44,64,Flash Storage
1083,HP,Ultrabook,13.3,16,1.3,2049,4K Ultra HD,No,2.7,512,SSD
1084,Dell,Notebook,15.6,8,2.18,750,Full HD,No,2.5,256,SSD
1085,HP,Notebook,14,4,1.54,1030.99,Full HD,No,2.3,500,HDD
1086,HP,Workstation,15.6,8,1.9,1495,Full HD,No,2.5,256,SSD
1087,Lenovo,Notebook,14,8,1.7,1199,Full HD,No,2.3,180,SSD
1088,HP,Notebook,13.3,4,1.29,615,Quad HD+,No,1.5,32,Flash Storage
1089,Acer,Notebook,15.6,4,2.4,387,Standard,No,2.2,500,HDD
1090,Dell,Notebook,15.6,4,2.2,393.49,Standard,No,1.6,500,HDD
1091,HP,Notebook,15.6,4,1.86,345.99,Standard,No,2,1024,HDD
1092,Asus,Gaming,17.3,8,2.7,1599,Full HD,No,2.8,256,SSD
1093,Dell,Ultrabook,13.3,4,1.4,818.35,Full HD,No,1.6,256,SSD
1094,HP,Netbook,12.5,4,2.4,1599,Standard,No,2.3,128,SSD
1095,Acer,Notebook,15.6,8,2.4,799,Full HD,No,2.5,256,SSD
1096,Dell,Notebook,15.6,8,2.36,638.8,Full HD,No,2.5,1024,HDD
1097,MSI,Gaming,17.3,8,2.6,1599,Full HD,No,2.6,256,SSD
1098,HP,Notebook,15.6,4,1.96,500,Standard,No,1.6,1024,HDD
1099,Asus,Gaming,17.3,16,4.3,2299,Full HD,No,2.6,128,SSD
1100,Dell,Ultrabook,12.5,4,1.5,1135.15,Standard,No,2.3,500,HDD
1101,Dell,Ultrabook,12.5,4,1.5,1166.97,Standard,No,2.3,128,SSD
1102,Acer,Notebook,15.6,4,2.2,209,Standard,No,1.5,16,SSD
1103,HP,Workstation,17.3,8,3,2899,Full HD,No,2.6,1024,HDD
1104,Lenovo,Gaming,15.6,16,2.4,1199,Full HD,No,2.8,512,SSD
1105,Dell,Ultrabook,12.5,8,1.5,1413.1,Standard,No,2.3,256,SSD
1106,MSI,Gaming,17.3,8,2.9,1511.19,Full HD,No,2.6,128,SSD
1107,Lenovo,2 in 1 Convertible,15.6,4,2.1,867,Full HD,Yes,2.3,256,SSD
1108,HP,Notebook,15.6,4,2.1,398,Full HD,No,2.5,1024,HDD
1109,Asus,Gaming,15.6,16,2.59,1339,Full HD,No,2.6,128,SSD
1110,HP,Notebook,13.3,8,1.16,1699,Quad HD+,Yes,1.1,256,SSD
1111,Dell,Notebook,15.6,4,2.24,769.15,Standard,No,2.3,500,HDD
1112,Lenovo,Notebook,15.6,4,2.1,429,Standard,No,2,128,SSD
1113,HP,Ultrabook,13.3,8,1.16,1969,Full HD,No,2.5,512,SSD
1114,Lenovo,2 in 1 Convertible,10.1,4,0.69,549,Standard,Yes,1.44,64,Flash Storage
1115,Dell,Ultrabook,13.3,8,1.23,1379,Full HD,No,2.4,256,SSD
1116,Lenovo,Gaming,17.3,16,4.6,2749.99,Full HD,No,2.7,256,SSD
1117,Razer,Ultrabook,12.5,8,1.25,1029,4K Ultra HD,Yes,2.5,256,SSD
1118,Toshiba,Ultrabook,13.3,16,1.05,2226,Full HD,No,2.7,512,SSD
1119,Asus,Gaming,17.3,8,3.52,1312.49,Full HD,No,2.6,128,SSD
1120,Vero,Notebook,13.3,4,1.35,196,Full HD,No,1.44,32,Flash Storage
1121,HP,Notebook,13.3,8,1.16,1690,Full HD,No,2.3,256,SSD
1122,HP,Notebook,14,8,1.43,1513,Full HD,No,2.3,256,SSD
1123,Dell,Notebook,15.6,4,2.09,523.63,Standard,No,2.3,500,HDD
1124,Asus,Notebook,15.6,4,2,435,Standard,No,2.4,1024,HDD
1125,Lenovo,2 in 1 Convertible,14,8,1.8,1669,Full HD,Yes,2.5,256,SSD
1126,Lenovo,2 in 1 Convertible,10.1,4,0.69,479,Standard,Yes,1.44,64,Flash Storage
1127,HP,Ultrabook,12.5,8,1.26,1895,Standard,No,2.4,256,SSD
1128,Lenovo,Gaming,15.6,8,2.4,989,Full HD,No,2.5,128,SSD
1129,HP,Gaming,17.3,8,3.35,1129,Full HD,No,2.3,128,SSD
1130,HP,Notebook,15.6,8,2.04,629,Standard,No,2.7,2048,HDD
1131,Lenovo,2 in 1 Convertible,14,8,1.8,2050.38,Full HD,Yes,2.6,512,SSD
1132,Asus,Notebook,14,4,1.5,278,Standard,No,1.1,32,Flash Storage
1133,HP,Ultrabook,15.6,8,1.84,752,Full HD,No,2.7,256,SSD
1134,Acer,Notebook,15.6,4,2.23,616,Full HD,No,2.5,1024,HDD
1135,Lenovo,Notebook,15.6,16,2.5,1099,Full HD,No,2.5,1024,Hybrid
1136,HP,Workstation,17.3,8,3,3949.4,Full HD,No,2.6,256,SSD
1137,Dell,Notebook,15.6,8,2.5,784,Standard,No,2.5,1024,HDD
1138,MSI,Gaming,17.3,16,3.78,2399,Full HD,No,2.7,256,SSD
1139,HP,Ultrabook,15.6,8,1.88,2171.72,Full HD,No,2.5,256,SSD
1140,Lenovo,2 in 1 Convertible,14,16,2.8,2440,Standard,Yes,2.6,512,SSD
1141,MSI,Gaming,15.6,8,2.4,1142.8,Full HD,No,2.8,128,SSD
1142,HP,2 in 1 Convertible,13.3,8,1.48,1629,Full HD,Yes,2.4,256,SSD
1143,HP,Workstation,15.6,8,2.59,2229,Full HD,No,2.6,256,SSD
1144,HP,2 in 1 Convertible,13.3,8,1.48,1799,Standard,Yes,2.6,256,SSD
1145,HP,Workstation,15.6,8,2,1899,Full HD,No,2.6,256,SSD
1146,HP,Ultrabook,12.5,8,1.26,2296.95,Full HD,No,2.5,256,SSD
1147,Dell,Notebook,15.6,8,2.18,1009.9,Full HD,No,2.7,256,SSD
1148,HP,Notebook,15.6,8,1.88,1579,Full HD,No,2.3,256,SSD
1149,Lenovo,2 in 1 Convertible,14,8,1.27,2339,Standard,Yes,2.5,256,SSD
1150,Lenovo,Notebook,15.6,4,1.9,339,Standard,No,2,1024,HDD
1151,HP,Notebook,15.6,4,1.86,297,Standard,No,1.8,500,HDD
1152,Lenovo,Notebook,15.6,8,2.32,599,Full HD,No,2.3,1024,HDD
1153,Dell,Gaming,15.6,8,2.62,1199,Full HD,No,2.8,1024,HDD
1154,Dell,Notebook,15.6,8,2.04,2250.68,4K Ultra HD,Yes,2.3,256,SSD
1155,HP,Notebook,15.6,4,1.91,478.89,Full HD,No,2.5,256,SSD
1156,MSI,Gaming,17.3,16,2.7,1492.8,Full HD,No,2.8,256,SSD
1157,Lenovo,Ultrabook,14,12,1.4,2299,Full HD,No,2.6,512,SSD
1158,Lenovo,Notebook,15.6,8,2.5,788.49,Full HD,No,2.3,1024,Hybrid
1159,HP,2 in 1 Convertible,13.3,8,1.48,2041,Standard,Yes,2.6,512,SSD
1160,Lenovo,Ultrabook,14,8,1.7,1499,Full HD,No,2.6,256,SSD
1161,MSI,Gaming,14,16,1.7,1769,Full HD,No,2.6,256,SSD
1162,HP,Gaming,15.6,8,2.62,899,Full HD,No,2.8,1024,HDD
1163,Lenovo,Notebook,15.6,8,2.2,459,Standard,No,2,1024,HDD
1164,HP,Notebook,15.6,4,2.1,476.99,Standard,No,2.3,500,HDD
1165,Dell,Gaming,15.6,8,2.62,1498,4K Ultra HD,No,2.8,128,SSD
1166,Lenovo,Notebook,15.6,8,1.95,1390,Full HD,No,2.5,256,SSD
1167,Lenovo,Notebook,15.6,4,2.2,468,Full HD,No,2,1024,HDD
1168,HP,Notebook,14,2,1.44,249,Standard,No,1.6,32,Flash Storage
1169,MSI,Gaming,15.6,8,2.2,839,Full HD,No,2.7,1024,HDD
1170,HP,Notebook,15.6,8,1.96,679,Full HD,No,2.5,256,SSD
1171,HP,Notebook,15.6,16,2.1,1159,Full HD,No,1.8,512,SSD
1172,Asus,Notebook,15.6,4,2.2,369,Standard,No,1.6,500,HDD
1173,Lenovo,Notebook,15.6,4,2.1,398,Standard,No,2.3,500,HDD
1174,Lenovo,Notebook,15.6,8,2.2,709,Full HD,No,2.7,1024,HDD
1175,Asus,Notebook,14,4,2,769,Full HD,No,2.4,256,SSD
1176,Lenovo,Notebook,15.6,4,2.32,825,Full HD,No,2.5,1024,Hybrid
1177,Lenovo,Gaming,15.6,16,3.31,1305,Full HD,No,2.6,512,SSD
1178,MSI,Gaming,15.6,16,1.91,2153.37,Full HD,No,2.6,128,SSD
1179,HP,Notebook,15.6,4,2.07,650,Standard,No,2.3,500,HDD
1180,Lenovo,2 in 1 Convertible,14,8,1.36,1637,Standard,Yes,2.3,256,SSD
1181,Lenovo,Ultrabook,15.6,6,1.54,831,Full HD,No,2.7,256,SSD
1182,Dell,Notebook,15.6,8,1.98,895.01,Full HD,No,2.7,256,SSD
1183,Acer,Notebook,15.6,4,2.1,333,Standard,No,2,500,HDD
1184,HP,Notebook,15.6,6,2.18,799,Full HD,No,2.6,1024,HDD
1185,Asus,Gaming,15.6,8,2.591,909,Full HD,No,2.6,256,SSD
1186,Dell,2 in 1 Convertible,15.6,16,2.09,1179,Full HD,Yes,2.7,512,SSD
1187,Acer,Notebook,15.6,4,2.23,691,Full HD,No,2.5,256,SSD
1188,Dell,Ultrabook,13.3,8,1.23,1099,Quad HD+,Yes,2.4,256,SSD
1189,Acer,Gaming,17.3,16,4.2,2599,Full HD,No,2.8,256,SSD
1190,Lenovo,Gaming,15.6,8,2.4,819,Full HD,No,2.5,1024,HDD
1191,Samsung,2 in 1 Convertible,12.3,4,1.15,659,Standard,Yes,2,32,Flash Storage
1192,HP,Notebook,15.6,4,1.86,485,Standard,No,2.5,500,HDD
1193,Apple,Ultrabook,12,8,0.92,1163,Standard,No,1.1,256,Flash Storage
1194,Dell,2 in 1 Convertible,13.3,8,1.6,1199,Full HD,Yes,2.5,256,SSD
1195,HP,Notebook,15.6,12,2.21,1327,Full HD,No,2.8,128,SSD
1196,Lenovo,Notebook,15.6,4,1.9,368,Standard,No,2,1024,HDD
1197,Asus,Gaming,17.3,16,4.3,2150,Full HD,No,2.6,512,SSD
1198,Acer,Notebook,15.6,4,2.1,272,Standard,No,2,1024,HDD
1199,MSI,Gaming,17.3,16,2.43,2048.9,Full HD,No,2.8,256,SSD
1200,Dell,Notebook,15.6,4,2.3,499,Standard,No,2,128,SSD
1201,Lenovo,Notebook,15.6,8,2.2,629,Standard,No,2.5,500,HDD
1202,Dell,2 in 1 Convertible,15.6,16,2,1285,Full HD,Yes,1.8,512,SSD
1203,Dell,Ultrabook,13.3,16,1.2,2680,Quad HD+,Yes,2.7,512,SSD
1204,Asus,Gaming,15.6,8,2.2,1169,Full HD,No,2.6,1024,HDD
1205,Dell,Notebook,15.6,8,2.36,889,Full HD,No,2.5,256,SSD
1206,HP,Notebook,15.6,8,1.91,579,Standard,No,2.5,256,SSD
1207,Lenovo,Notebook,15.6,4,2.2,299,Standard,No,2.2,500,HDD
1208,Acer,Notebook,17.3,8,3.3,629,Standard,No,2,1024,HDD
1209,Asus,Gaming,15.6,16,2.2,2449,Full HD,No,2.8,256,SSD
1210,Apple,Ultrabook,12,8,0.92,1279,Standard,No,1.2,512,Flash Storage
1211,Asus,Notebook,15.6,16,2.2,1749,Full HD,No,2.8,128,SSD
1212,MSI,Gaming,17.3,16,2.43,1948.99,Full HD,No,2.6,256,SSD
1213,Dell,2 in 1 Convertible,15.6,8,2.191,999,Full HD,Yes,2.5,256,SSD
1214,Asus,Gaming,17.3,16,2.9,1949,Full HD,No,2.8,256,SSD
1215,Acer,Netbook,11.6,2,1.3,174,Standard,No,1.5,32,SSD
1216,Acer,Notebook,17.3,4,3.3,598,Standard,No,2,1024,HDD
1217,Lenovo,Notebook,17.3,8,2.8,539,Standard,No,2.5,1024,HDD
1218,Lenovo,Gaming,15.6,8,2.6,1272,Full HD,No,2.6,128,SSD
1219,Acer,2 in 1 Convertible,14,8,1.2,1149,Full HD,Yes,1.3,256,SSD
1220,Lenovo,Notebook,15.6,8,2.3,1529,Full HD,No,2.6,256,SSD
1221,MSI,Gaming,15.6,8,2.2,1476.11,Full HD,No,2.6,128,SSD
1222,HP,Notebook,15.6,6,2.1,529,Full HD,No,2.7,1024,HDD
1223,Dell,Ultrabook,12.5,8,1.26,1713.37,Full HD,Yes,2.4,256,SSD
1224,Dell,2 in 1 Convertible,15,4,2.08,509,Full HD,Yes,2.4,500,HDD
1225,Asus,Notebook,15.6,4,2.65,309,Standard,No,1.6,1024,HDD
1226,Dell,Ultrabook,13.3,8,1.29,1477,Quad HD+,Yes,2.7,256,SSD
1227,Dell,Notebook,15.6,4,2.18,521.86,Standard,No,2.5,1024,HDD
1228,Lenovo,Gaming,15.6,16,2.6,1029,Full HD,Yes,2.6,128,SSD
1229,MSI,Gaming,15.6,8,2.2,1149,Full HD,No,2.8,128,SSD
1230,Lenovo,Netbook,12.5,16,1.3,1650,Full HD,Yes,2.5,512,SSD
1231,Razer,Gaming,14,16,1.95,3499,Full HD,No,2.8,1024,SSD
1232,Dell,Notebook,15.6,8,2.3,469.01,Standard,Yes,2.4,1024,HDD
1233,MSI,Gaming,17.3,16,2.7,1598,Full HD,No,2.8,256,SSD
1234,Apple,Ultrabook,11.6,4,1.08,959,Standard,No,1.6,256,Flash Storage
1235,HP,Notebook,15.6,4,2.1,478,Full HD,No,2,1024,HDD
1236,HP,Ultrabook,14,8,1.54,2198.19,Standard,No,2.5,256,SSD
1237,Dell,Notebook,15.6,4,2.24,737,Standard,No,2.3,500,HDD
1238,MSI,Gaming,15.6,8,2.3,1169,Full HD,No,2.6,128,SSD
1239,Lenovo,Notebook,13.3,16,1.4,1499,Full HD,No,2.7,512,SSD
1240,Lenovo,Notebook,15.6,6,2.2,597.57,Full HD,No,3.6,256,SSD
1241,Asus,Ultrabook,13.3,8,1.45,1280,Full HD,No,2.5,256,SSD
1242,Acer,Notebook,15.6,4,2.4,361.8,Standard,No,2,500,HDD
1243,Dell,2 in 1 Convertible,17.3,16,2.77,1799,Full HD,Yes,2.7,512,SSD
1244,HP,Notebook,14,4,1.54,1099.99,Full HD,No,2.3,256,SSD
1245,Asus,Gaming,15.6,16,2.5,1600,Full HD,No,2.8,256,SSD
1246,Dell,Notebook,14,4,1.6,875,Standard,No,2.5,500,HDD
1247,Asus,Gaming,15.6,16,2.34,2325,Full HD,No,2.6,256,SSD
1248,Lenovo,Notebook,15.6,8,2.3,573,Full HD,No,2.5,256,SSD
1249,Dell,2 in 1 Convertible,13.3,8,1.24,1813,Quad HD+,Yes,1.2,256,SSD
1250,Dell,Notebook,15.6,4,2.2,324,Standard,No,1.6,500,HDD
1251,HP,Notebook,15.6,4,1.86,399,Standard,No,2.5,500,HDD
1252,Lenovo,Notebook,15.6,6,2.4,569,Full HD,No,2.3,128,SSD
1253,Lenovo,Notebook,14,8,1.9,1072,Full HD,No,2.3,256,SSD
1254,Dell,Notebook,15.6,4,2.2,443.99,Standard,No,1.6,500,HDD
1255,Asus,Notebook,15.6,4,2,339,Standard,No,1.1,1024,HDD
1256,Asus,Gaming,17.3,16,4,1900,Full HD,No,2.6,128,SSD
1257,Dell,Notebook,15.6,4,2.29,490,Standard,No,2,500,HDD
1258,Lenovo,Notebook,15.6,8,2.32,895,Full HD,No,2.5,1024,Hybrid
1259,MSI,Gaming,15.6,8,2.4,1229,Full HD,No,2.6,128,SSD
1260,Lenovo,2 in 1 Convertible,14,4,1.8,833.01,Full HD,Yes,2.3,128,SSD
1261,Asus,Ultrabook,13.3,8,1.2,729,Full HD,No,0.9,512,SSD
1262,Dell,Notebook,15.6,6,2.3,459,Standard,No,2.4,1024,HDD
1263,Acer,Notebook,15.6,4,2.4,289,Standard,No,1.6,500,HDD
1264,Dell,Notebook,15.6,2,2.2,379,Standard,No,1.6,500,HDD
1265,Lenovo,Notebook,15.6,8,2.6,899,Full HD,No,2.6,1024,HDD
1266,HP,Notebook,15.6,6,2.04,549.99,Full HD,No,2.9,1024,Hybrid
1267,Dell,Notebook,15.6,8,2.3,805.99,Standard,No,2.7,1024,HDD
1268,HP,Netbook,11.6,2,1.17,209,Standard,No,1.6,32,Flash Storage
1269,Asus,Notebook,15.6,4,2.2,720.32,Standard,No,2.5,500,HDD
1270,Lenovo,2 in 1 Convertible,14,4,1.8,638,Full HD,Yes,2.5,128,SSD
1271,Lenovo,2 in 1 Convertible,13.3,16,1.3,1499,Quad HD+,Yes,2.5,512,SSD
1272,Lenovo,Notebook,14,2,1.5,229,Standard,No,1.6,64,Flash Storage
1273,HP,Notebook,15.6,6,2.19,764,Standard,No,2.5,1024,HDD
1274,Asus,Notebook,15.6,4,2.2,369,Standard,No,1.6,500,HDD
